ID_Aluno;Nome_Completo;Data_Nascimento;Idade;Sexo;CPF;Telefone;Endereço;Bairro;Cidade;UF;Email;ID_Turma;Nome_Mãe;Nome_Pai;Data_Matrícula;Data_Rescisão
126;Isadora Cassiano;2008-05-21;16;F;27615396670;(11) 96606-9921;Avenida Lagoa Heloísa Cardoso;Carrão;São Paulo;SP;isadora758@ig.com.br;644;Fernanda Cassiano;Mateus Cassiano;2008-05-22;
127;Ian Castro;2014-07-20;10;M;46191965758;(11) 92007-2483;Avenida Sítio Fernanda Ramos;Carrão;São Paulo;SP;iancastro@terra.com.br;626;Alexia Castro;João Lucas Castro;2014-07-21;
128;Rafael Souza;2016-11-27;8;M;54946519038;(11) 99362-7622;Avenida Vila de Sousa;Jardim Anália Franco;São Paulo;SP;rafael.souza@outlook.com;620;Heloísa Souza;Luigi Souza;2016-11-28;
129;Zoe Jesus;2019-05-17;5;F;66668327230;(11) 94083-7301;Travessa Via Rios;Penha;São Paulo;SP;zoejesus@hotmail.com;613;Alana Jesus;Vitor Gabriel Jesus;2019-05-18;
130;Otávio Peixoto;2012-06-27;12;M;12679692718;(11) 99346-7948;Alameda Favela Fernandes;Penha;São Paulo;SP;otávio.peixoto@hotmail.com;;Maria Liz Peixoto;Gael Henrique Peixoto;2012-06-28;2017-01-09
131;Maria Luísa Nogueira;2018-10-12;6;F;95009751914;(11) 98889-2311;Avenida Conjunto Cassiano;Tatuapé;São Paulo;SP;maria luísa.nogueira@terra.com.br;615;Carolina Nogueira;;2018-10-13;
132;Cauã Correia;2008-05-02;16;M;89490580788;(11) 98438-9399;Alameda Rodovia Vargas;Vila Formosa;São Paulo;SP;ccorreia@uol.com.br;645;Lara Correia;Heitor Correia;2008-05-03;
133;Mirella Rocha;2013-11-19;11;F;40792904941;(11) 91447-5699;Alameda Area de Ribeiro;Brás;São Paulo;SP;mrocha@outlook.com;630;Aylla Rocha;Henry Rocha;2013-11-20;
134;Manuela Moraes;2011-06-14;13;F;92927524312;(11) 98944-3962;Rua Trevo Garcia;Mooca;São Paulo;SP;manuelamoraes@gmail.com;635;Maria Fernanda Moraes;Igor Moraes;2011-06-15;
135;Aylla Sampaio;2009-04-05;15;F;39504102724;(11) 97533-8802;Travessa Vale de Cavalcante;São Mateus;São Paulo;SP;aylla240@uol.com.br;641;Vitória Sampaio;Pietro Sampaio;2009-04-06;
136;Elisa Carvalho;2016-01-23;8;F;65801856973;(11) 95466-6488;Travessa Viela Renan Macedo;Jardim Anália Franco;São Paulo;SP;elisa671@bol.com.br;621;Ana Julia Carvalho;Rafael Carvalho;2016-01-24;
137;Maria Guerra;2014-09-26;10;F;85258001076;(11) 97737-2600;Rua Fazenda Sophie da Costa;São Mateus;São Paulo;SP;mariaguerra@gmail.com;627;Raquel Guerra;Emanuel Guerra;2014-09-27;
138;Joaquim Barros;2011-02-14;13;M;91119269222;(11) 92816-4018;Travessa Núcleo Rocha;Jardim Anália Franco;São Paulo;SP;jbarros@outlook.com;;Ana Sophia Barros;João Lucas Barros;2011-02-15;2017-08-18
139;Ágatha da Costa;2018-10-10;6;F;06650442768;(11) 92137-9056;Avenida Lago Giovanna Montenegro;Vila Formosa;São Paulo;SP;ágathada costa@gmail.com;614;Mariana da Costa;Thales da Costa;2018-10-11;
140;Bianca Moraes;2013-09-26;11;F;01194707208;(11) 91014-1619;Alameda Conjunto de da Cunha;Jardim Anália Franco;São Paulo;SP;bianca.moraes@gmail.com;;Vitória Moraes;Henrique Moraes;2013-09-27;2022-12-08
141;Luana Novais;2008-01-13;16;F;83067198529;(11) 96463-5961;Alameda Sítio Gustavo Silva;Belém;São Paulo;SP;lnovais@outlook.com;644;Mariana Novais;Caio Novais;2008-01-14;
142;Luiz Otávio Pacheco;2017-07-23;7;M;34615717386;(11) 93292-1584;Avenida Chácara Lorenzo da Mata;Belém;São Paulo;SP;luiz otávio.pacheco@ig.com.br;617;Agatha Pacheco;Augusto Pacheco;2017-07-24;
143;Maria Fernanda Souza;2012-10-19;12;F;50613878206;(11) 94817-2180;Rua Chácara Pedro Miguel Machado;Carrão;São Paulo;SP;maria fernanda.souza@uol.com.br;632;Brenda Souza;Yago Souza;2012-10-20;
144;Davi Miguel Azevedo;2018-01-09;6;M;17929111787;(11) 94613-2033;Avenida Rodovia Evelyn da Costa;Penha;São Paulo;SP;davi miguel756@ig.com.br;;Ana Beatriz Azevedo;Raul Azevedo;2018-01-10;2020-12-01
145;Juliana Campos;2012-01-16;12;F;09251142610;(11) 93753-7060;Avenida Alameda Dias;São Mateus;São Paulo;SP;juliana137@outlook.com;633;Maria Cecília Campos;João Lucas Campos;2012-01-17;
146;João Guilherme Cunha;2018-07-30;6;M;94672324801;(11) 98379-7750;Avenida Conjunto Andrade;Carrão;São Paulo;SP;joão guilherme611@gmail.com;;Agatha Cunha;;2018-07-31;2022-10-02
147;Benício Mendes;2010-11-07;14;M;81958837349;(11) 95528-1869;Avenida Conjunto de Teixeira;Brás;São Paulo;SP;benício865@uol.com.br;638;Maitê Mendes;Thiago Mendes;2010-11-08;
148;Henry da Costa;2015-11-16;9;M;45970108285;(11) 93589-1476;Alameda Alameda da Cunha;Tatuapé;São Paulo;SP;hda costa@gmail.com;;Anna Liz da Costa;Mateus da Costa;2015-11-17;2015-12-04
149;Emanuelly Leão;2009-12-30;15;F;31363631767;(11) 98936-1890;Alameda Trevo de Moura;Carrão;São Paulo;SP;eleão@uol.com.br;642;Sofia Leão;Davi Leão;2009-12-31;
150;Luiz Otávio Aparecida;2012-06-27;12;M;09042177603;(11) 93804-6629;Avenida Lagoa Campos;Jardim Anália Franco;São Paulo;SP;luiz otávioaparecida@gmail.com;631;Ágatha Aparecida;Apollo Aparecida;2012-06-28;
151;Arthur Sampaio;2007-12-25;17;M;40633569306;(11) 93440-1083;Alameda Quadra de Azevedo;Belém;São Paulo;SP;arthur.sampaio@outlook.com;;Bianca Sampaio;Enrico Sampaio;2007-12-26;2007-12-31
152;Bárbara da Paz;2008-09-26;16;F;73180632501;(11) 95846-4916;Rua Setor de Almeida;Belém;São Paulo;SP;bárbara166@ig.com.br;644;Caroline da Paz;Rafael da Paz;2008-09-27;
153;Luiz Otávio Cassiano;2014-12-28;10;M;70165804658;(11) 95420-9887;Avenida Distrito de da Rocha;Brás;São Paulo;SP;lcassiano@ig.com.br;625;Carolina Cassiano;Gael Cassiano;2014-12-29;
154;Igor Marques;2012-07-23;12;M;81832538175;(11) 98839-4437;Avenida Travessa Leão;Mooca;São Paulo;SP;imarques@bol.com.br;632;Mariana Marques;João Lucas Marques;2012-07-24;
155;Caio Viana;2009-08-27;15;M;78847951392;(11) 98501-2430;Rua Núcleo de Azevedo;Penha;São Paulo;SP;cviana@outlook.com;641;Maysa Viana;Thiago Viana;2009-08-28;
156;Davi Miguel Carvalho;2018-11-06;6;M;04682756783;(11) 91351-5776;Avenida Sítio de Almeida;Brás;São Paulo;SP;dcarvalho@terra.com.br;614;Sofia Carvalho;Benício Carvalho;2018-11-07;
157;Hellena Garcia;2012-02-04;12;F;88774924291;(11) 95259-4715;Alameda Parque de Freitas;Mooca;São Paulo;SP;hgarcia@terra.com.br;633;Maria Cecília Garcia;Miguel Garcia;2012-02-05;
158;Hadassa da Mota;2010-06-14;14;F;22231059204;(11) 98223-5266;Travessa Morro da Costa;Carrão;São Paulo;SP;hda mota@ig.com.br;639;Isabelly da Mota;André da Mota;2010-06-15;
159;Laís Viana;2016-03-15;8;F;06727520860;(11) 99313-6427;Travessa Loteamento de Carvalho;São Mateus;São Paulo;SP;laís683@gmail.com;620;Eduarda Viana;Thiago Viana;2016-03-16;
160;Ágatha Correia;2007-12-10;17;F;14069375144;(11) 96347-1901;Avenida Estação de Vasconcelos;Vila Formosa;São Paulo;SP;ácorreia@terra.com.br;;Mariana Correia;Mateus Correia;2007-12-11;2007-12-31
161;João Guilherme Siqueira;2015-08-16;9;M;86375998013;(11) 96915-7513;Avenida Vereda Luiz Otávio Carvalho;Penha;São Paulo;SP;jsiqueira@hotmail.com;624;Raquel Siqueira;Arthur Siqueira;2015-08-17;
162;Allana Silva;2008-03-01;16;F;67426629922;(11) 92410-3353;Avenida Estrada Caio Vieira;Jardim Anália Franco;São Paulo;SP;allana344@outlook.com;;Maria Luísa Silva;Murilo Silva;2008-03-02;2015-11-14
163;Daniel Sampaio;2009-10-20;15;M;92326487023;(11) 95947-5979;Alameda Rodovia Isabella Nogueira;Tatuapé;São Paulo;SP;daniel.sampaio@ig.com.br;642;Olívia Sampaio;Enrico Sampaio;2009-10-21;
164;Mateus Mendes;2013-02-01;11;M;46273014796;(11) 92093-6927;Alameda Estrada de da Paz;Vila Formosa;São Paulo;SP;mateus644@ig.com.br;630;Gabriela Mendes;Miguel Mendes;2013-02-02;
165;Gael Sousa;2011-09-10;13;M;25725204509;(11) 97873-6832;Rua Loteamento de da Mata;Jardim Anália Franco;São Paulo;SP;gaelsousa@bol.com.br;636;Elisa Sousa;Yago Sousa;2011-09-11;
166;Davi Miguel Caldeira;2008-11-25;16;M;44518952005;(11) 93243-9489;Travessa Praia Helena Fernandes;Mooca;São Paulo;SP;davi miguel.caldeira@terra.com.br;645;Heloisa Caldeira;Vitor Gabriel Caldeira;2008-11-26;
167;Otto Pacheco;2019-02-03;5;M;88167112068;(11) 98856-6705;Travessa Núcleo Rafaela da Mata;Mooca;São Paulo;SP;opacheco@uol.com.br;622;Maitê Pacheco;Joaquim Pacheco;2019-02-04;
168;Josué Mendes;2017-01-08;7;M;23423216128;(11) 92273-1308;Alameda Praça Pereira;Penha;São Paulo;SP;josué.mendes@outlook.com;616;Juliana Mendes;João Mendes;2017-01-09;
169;Juliana Borges;2019-05-08;5;F;93932501214;(11) 95544-6698;Travessa Largo Gustavo Barros;Carrão;São Paulo;SP;julianaborges@bol.com.br;613;Ana Julia Borges;Thiago Borges;2019-05-09;
170;Caleb Montenegro;2011-05-06;13;M;28013875994;(11) 94033-8203;Rua Trevo Letícia Cavalcante;Carrão;São Paulo;SP;calebmontenegro@hotmail.com;634;Isabelly Montenegro;Luiz Felipe Montenegro;2011-05-07;
171;Zoe Pacheco;2015-09-08;9;F;54801571645;(11) 95646-8486;Travessa Vale Luara da Mota;São Mateus;São Paulo;SP;zoe298@terra.com.br;;Zoe Pacheco;João Felipe Pacheco;2015-09-09;2016-01-31
172;Caio Correia;2015-01-30;9;M;71678112690;(11) 97563-2666;Avenida Campo Rios;Brás;São Paulo;SP;caio206@bol.com.br;624;Ana Julia Correia;;2015-01-31;
173;Henrique Viana;2015-01-22;9;M;94657967850;(11) 95569-3414;Alameda Viela de Castro;Brás;São Paulo;SP;henriqueviana@hotmail.com;624;Marina Viana;Benjamin Viana;2015-01-23;
174;Caleb Barros;2018-11-04;6;M;69524991184;(11) 99518-9064;Alameda Viela de Viana;Itaquera;São Paulo;SP;cbarros@uol.com.br;613;Maria Fernanda Barros;João Lucas Barros;2018-11-05;
175;Heloisa Dias;2012-08-31;12;F;16756770019;(11) 93897-5965;Avenida Via Fonseca;São Mateus;São Paulo;SP;heloisa733@uol.com.br;631;Eduarda Dias;;2012-09-01;
176;Henry Guerra;2011-10-03;13;M;78280647922;(11) 97189-6779;Travessa Trevo Cassiano;Mooca;São Paulo;SP;hguerra@bol.com.br;635;Hadassa Guerra;Léo Guerra;2011-10-04;
177;Esther Montenegro;2015-07-23;9;F;65565033329;(11) 96113-2391;Rua Praia Eduardo Oliveira;Jardim Anália Franco;São Paulo;SP;emontenegro@gmail.com;622;Ana Beatriz Montenegro;Caleb Montenegro;2015-07-24;
178;Luiz Otávio Rocha;2009-01-22;15;M;79056965955;(11) 92601-9001;Rua Via Agatha da Cruz;Itaquera;São Paulo;SP;lrocha@bol.com.br;641;Olívia Rocha;Davi Miguel Rocha;2009-01-23;
179;Murilo Mendes;2018-12-07;6;M;83440496351;(11) 92506-2552;Travessa Residencial Moreira;Jardim Anália Franco;São Paulo;SP;murilo544@uol.com.br;614;Emanuelly Mendes;Otávio Mendes;2018-12-08;
180;Yuri Guerra;2012-01-20;12;M;85366498727;(11) 99971-3958;Rua Jardim Maitê Cunha;Tatuapé;São Paulo;SP;yuri512@gmail.com;633;Maysa Guerra;Mateus Guerra;2012-01-21;
181;Luísa Souza;2019-05-14;5;F;35723246604;(11) 96220-2055;Avenida Estrada Joaquim Carvalho;Penha;São Paulo;SP;lsouza@hotmail.com;641;Maria Luísa Souza;Vitor Souza;2019-05-15;
182;João Vitor Nogueira;2017-08-22;7;M;77866032440;(11) 93235-1477;Travessa Chácara Antonella Rios;Jardim Anália Franco;São Paulo;SP;joão vitor.nogueira@ig.com.br;;Daniela Nogueira;Raul Nogueira;2017-08-23;2024-04-02
183;Brenda Brito;2011-07-30;13;F;51623198185;(11) 99551-9605;Travessa Lago de da Rosa;São Mateus;São Paulo;SP;bbrito@bol.com.br;634;Rebeca Brito;Bruno Brito;2011-07-31;
184;Hellena Barros;2017-08-16;7;F;32123476481;(11) 91916-9034;Travessa Vereda de Cavalcanti;Brás;São Paulo;SP;hellenabarros@bol.com.br;617;Aylla Barros;Carlos Eduardo Barros;2017-08-17;
185;Laís da Luz;2016-12-06;8;F;00348645193;(11) 99763-4872;Alameda Estrada Vieira;Penha;São Paulo;SP;laísda luz@uol.com.br;620;Allana da Luz;Levi da Luz;2016-12-07;
186;Sofia Cirino;2009-01-27;15;F;41776561247;(11) 95275-9295;Rua Núcleo Novaes;Mooca;São Paulo;SP;scirino@ig.com.br;641;Maria Cirino;Henry Gabriel Cirino;2009-01-28;
187;Ágatha Aragão;2014-04-11;10;F;20634591137;(11) 93585-5089;Avenida Conjunto de Pimenta;Vila Formosa;São Paulo;SP;ágatha962@hotmail.com;625;Julia Aragão;Levi Aragão;2014-04-12;
188;Esther Machado;2018-01-07;6;F;31652669310;(11) 91339-1376;Avenida Recanto Sara Jesus;Brás;São Paulo;SP;esthermachado@gmail.com;614;Alana Machado;Luiz Felipe Machado;2018-01-08;
189;João Vitor Barros;2016-08-21;8;M;29108677177;(11) 94677-4328;Avenida Conjunto Dias;Jardim Anália Franco;São Paulo;SP;joão vitor392@gmail.com;620;Maya Barros;Gael Barros;2016-08-22;
190;Arthur Gabriel Brito;2015-02-12;9;M;20443973532;(11) 98506-2404;Rua Rua de Ferreira;São Mateus;São Paulo;SP;arthur gabriel998@ig.com.br;623;Sarah Brito;Bruno Brito;2015-02-13;
191;Vitor Gabriel Marques;2008-12-12;16;M;80053759928;(11) 91745-1087;Travessa Vereda de Pastor;Tatuapé;São Paulo;SP;vmarques@hotmail.com;645;Ana Sophia Marques;Caleb Marques;2008-12-13;
192;João Gabriel Rezende;2009-08-04;15;M;72158624103;(11) 96132-1723;Avenida Rodovia Daniel Campos;São Mateus;São Paulo;SP;joão gabriel766@hotmail.com;642;Mirella Rezende;Bruno Rezende;2009-08-05;
193;Elisa Moraes;2013-08-16;11;F;72870320309;(11) 94000-1587;Alameda Largo Santos;Jardim Anália Franco;São Paulo;SP;elisa447@outlook.com;629;Julia Moraes;Vitor Gabriel Moraes;2013-08-17;
194;João Lucas Gomes;2010-02-11;14;M;21513422819;(11) 95469-4479;Rua Lago de Barros;Tatuapé;São Paulo;SP;joão lucasgomes@bol.com.br;639;Hadassa Gomes;João Gomes;2010-02-12;
195;Raquel Caldeira;2010-06-01;14;F;16591520107;(11) 98540-8861;Alameda Vereda da Rosa;Jardim Anália Franco;São Paulo;SP;raquel338@outlook.com;;Hadassa Caldeira;;2010-06-02;2018-06-13
196;Maria Luísa Pinto;2014-10-13;10;F;50189616489;(11) 93916-4933;Alameda Trecho de Cassiano;Brás;São Paulo;SP;maria luísa167@uol.com.br;;Ana Luiza Pinto;Luiz Felipe Pinto;2014-10-14;2021-05-01
197;Ana Sophia Ribeiro;2009-06-18;15;F;49251583754;(11) 98298-7358;Alameda Loteamento de Nunes;Jardim Anália Franco;São Paulo;SP;ana sophia93@terra.com.br;642;Rebeca Ribeiro;Mateus Ribeiro;2009-06-19;
198;Heloísa da Cruz;2007-11-26;17;F;73278814757;(11) 98165-2297;Alameda Area Ramos;Jardim Anália Franco;São Paulo;SP;heloísada cruz@gmail.com;;Isis da Cruz;Bruno da Cruz;2007-11-27;2007-12-31
199;Luna Pacheco;2016-08-29;8;F;66179454991;(11) 92339-9248;Rua Travessa Leão;Brás;São Paulo;SP;lunapacheco@ig.com.br;619;Mariana Pacheco;Enzo Gabriel Pacheco;2016-08-30;
200;Mariana Siqueira;2014-10-29;10;F;77945232176;(11) 95248-2742;Alameda Setor de da Rocha;Tatuapé;São Paulo;SP;marianasiqueira@outlook.com;626;Rebeca Siqueira;João Siqueira;2014-10-30;
201;Hadassa Nunes;2015-02-10;9;F;49956412211;(11) 91227-4126;Rua Viela Guerra;Belém;São Paulo;SP;hadassa28@gmail.com;623;Aylla Nunes;Gustavo Henrique Nunes;2015-02-11;
202;Heitor Nogueira;2010-12-23;14;M;72760122700;(11) 98947-8724;Rua Esplanada Macedo;São Mateus;São Paulo;SP;heitor302@bol.com.br;638;Isadora Nogueira;Augusto Nogueira;2010-12-24;
203;Marcos Vinicius Martins;2012-05-24;12;M;79984076702;(11) 99410-8993;Avenida Trevo João Pedro Dias;Belém;São Paulo;SP;marcos vinicius.martins@bol.com.br;631;Isabelly Martins;Igor Martins;2012-05-25;
204;Ana Sophia Siqueira;2017-09-29;7;F;57602437550;(11) 98178-4802;Avenida Passarela José Pedro Teixeira;Vila Formosa;São Paulo;SP;ana sophia874@terra.com.br;;Ana Lívia Siqueira;;2017-09-30;2024-11-29
205;João Aparecida;2011-11-09;13;M;57293417263;(11) 93839-4268;Avenida Feira Maria Flor Campos;Vila Formosa;São Paulo;SP;japarecida@terra.com.br;636;Olívia Aparecida;Raul Aparecida;2011-11-10;
206;Luigi Aragão;2010-08-14;14;M;22801561927;(11) 94714-2977;Avenida Avenida da Rocha;São Mateus;São Paulo;SP;luigi.aragão@hotmail.com;637;Isabella Aragão;Juan Aragão;2010-08-15;
207;Maya Nunes;2018-10-02;6;F;71199180841;(11) 92727-3736;Rua Feira Liam Duarte;Itaquera;São Paulo;SP;maya300@ig.com.br;615;Bruna Nunes;João Lucas Nunes;2018-10-03;
208;Maria Luísa Caldeira;2018-08-12;6;F;37603754800;(11) 93805-2396;Travessa Esplanada Monteiro;Mooca;São Paulo;SP;maria luísacaldeira@terra.com.br;613;Lorena Caldeira;Thiago Caldeira;2018-08-13;
209;Henry Ribeiro;2019-05-12;5;M;67850720866;(11) 92140-2389;Travessa Residencial Augusto Borges;Mooca;São Paulo;SP;henry445@outlook.com;638;Brenda Ribeiro;Bruno Ribeiro;2019-05-13;
210;Theo Peixoto;2018-10-01;6;M;84668455015;(11) 95583-9647;Avenida Favela Pacheco;Penha;São Paulo;SP;theo909@bol.com.br;613;Maria Isis Peixoto;;2018-10-02;
211;Sophie Lima;2011-08-23;13;F;62884318860;(11) 96115-9541;Travessa Trevo Maria Isis da Paz;Carrão;São Paulo;SP;slima@terra.com.br;634;Vitória Lima;Marcos Vinicius Lima;2011-08-24;
212;Thales Mendes;2013-11-06;11;M;54851017443;(11) 91085-8424;Travessa Conjunto Vinícius Siqueira;Itaquera;São Paulo;SP;thalesmendes@ig.com.br;630;Maysa Mendes;Yago Mendes;2013-11-07;
213;Rebeca Jesus;2011-10-19;13;F;68315893520;(11) 98443-2605;Avenida Passarela Aragão;Penha;São Paulo;SP;rebeca95@outlook.com;636;Isabelly Jesus;Gael Henrique Jesus;2011-10-20;
214;Léo Brito;2014-04-02;10;M;88649767722;(11) 97830-3668;Avenida Parque Montenegro;Tatuapé;São Paulo;SP;léo.brito@gmail.com;;Raquel Brito;Ian Brito;2014-04-03;2020-03-13
215;Luiz Otávio Correia;2012-10-23;12;M;96115940825;(11) 93511-2929;Travessa Viela de Pimenta;Jardim Anália Franco;São Paulo;SP;luiz otáviocorreia@hotmail.com;631;Maitê Correia;Thiago Correia;2012-10-24;
216;Ian Siqueira;2008-10-31;16;M;27018510636;(11) 98883-6074;Alameda Núcleo Camila Novais;Mooca;São Paulo;SP;iansiqueira@uol.com.br;643;Allana Siqueira;João Lucas Siqueira;2008-11-01;
217;Brayan Azevedo;2018-09-04;6;M;51996636534;(11) 99863-1750;Alameda Trevo Moraes;Jardim Anália Franco;São Paulo;SP;brayan.azevedo@ig.com.br;614;Lara Azevedo;Paulo Azevedo;2018-09-05;
218;Maitê Peixoto;2012-03-23;12;F;89098378092;(11) 92970-9713;Avenida Conjunto Silva;Belém;São Paulo;SP;maitê252@terra.com.br;631;Vitória Peixoto;João Felipe Peixoto;2012-03-24;
219;Enrico Araújo;2011-05-28;13;M;56260856465;(11) 92491-2878;Rua Distrito Olívia Carvalho;Tatuapé;São Paulo;SP;enrico.araújo@gmail.com;635;Mariana Araújo;João Guilherme Araújo;2011-05-29;
220;Raul Sampaio;2011-05-06;13;M;20046152660;(11) 96311-5225;Alameda Passarela Pimenta;Brás;São Paulo;SP;raulsampaio@gmail.com;636;Heloísa Sampaio;;2011-05-07;
221;Stella Ribeiro;2016-04-12;8;F;78617063087;(11) 95409-2663;Avenida Rodovia Nicole Nascimento;Tatuapé;São Paulo;SP;stella312@bol.com.br;621;Zoe Ribeiro;Vitor Gabriel Ribeiro;2016-04-13;
222;Vitória Azevedo;2013-04-14;11;F;38687007917;(11) 95739-3742;Rua Alameda Emilly Farias;Belém;São Paulo;SP;vitória257@terra.com.br;630;Laís Azevedo;Pietro Azevedo;2013-04-15;
223;Ana Beatriz Brito;2015-06-30;9;F;89141612863;(11) 95578-8077;Avenida Lagoa de Vieira;Vila Formosa;São Paulo;SP;abrito@hotmail.com;624;Agatha Brito;Murilo Brito;2015-07-01;
224;Aylla Pacheco;2018-03-12;6;F;53795020906;(11) 98807-1070;Rua Alameda de Peixoto;Carrão;São Paulo;SP;aylla721@uol.com.br;614;Isabela Pacheco;;2018-03-13;
225;Heitor Azevedo;2013-02-07;11;M;56956201707;(11) 97069-4161;Alameda Travessa de da Conceição;Belém;São Paulo;SP;hazevedo@outlook.com;628;Lara Azevedo;Thiago Azevedo;2013-02-08;
226;Arthur Moraes;2016-01-24;8;M;50479303617;(11) 92817-5544;Alameda Rua Pires;Carrão;São Paulo;SP;arthurmoraes@gmail.com;621;Isabelly Moraes;João Felipe Moraes;2016-01-25;
227;Ian Nascimento;2016-01-23;8;M;38430894860;(11) 98437-1032;Alameda Feira de Andrade;Belém;São Paulo;SP;inascimento@uol.com.br;;Elisa Nascimento;;2016-01-24;2019-06-17
228;Diego Nogueira;2014-04-12;10;M;30468750605;(11) 94188-6483;Rua Alameda Macedo;Vila Formosa;São Paulo;SP;diego232@ig.com.br;626;Milena Nogueira;João Nogueira;2014-04-13;
229;Cauã Macedo;2011-03-04;13;M;07609543184;(11) 98759-4905;Travessa Favela de Jesus;Belém;São Paulo;SP;cauã.macedo@terra.com.br;634;Maria Helena Macedo;Caleb Macedo;2011-03-05;
230;Marina Caldeira;2013-06-06;11;F;06512070460;(11) 98075-2077;Rua Avenida João Guilherme Moreira;Belém;São Paulo;SP;marina871@uol.com.br;630;Juliana Caldeira;Yago Caldeira;2013-06-07;
231;João Felipe Ribeiro;2009-11-23;15;M;07676991547;(11) 91425-8439;Travessa Recanto de Moura;Vila Formosa;São Paulo;SP;joão felipe.ribeiro@gmail.com;641;Ana Sophia Ribeiro;João Felipe Ribeiro;2009-11-24;
232;Luan Nascimento;2011-12-06;13;M;97232002476;(11) 98140-9407;Travessa Setor Caroline Nogueira;Jardim Anália Franco;São Paulo;SP;luan150@gmail.com;636;Isabella Nascimento;João Nascimento;2011-12-07;
233;Ana Liz Garcia;2011-08-29;13;F;20388065369;(11) 94282-4297;Rua Viela de Ramos;Mooca;São Paulo;SP;ana liz712@ig.com.br;635;Ana Julia Garcia;Theo Garcia;2011-08-30;
234;Hellena Pacheco;2017-01-19;7;F;70730337947;(11) 94492-4916;Alameda Estrada Thales da Mota;Mooca;São Paulo;SP;hellenapacheco@ig.com.br;617;Olívia Pacheco;Henrique Pacheco;2017-01-20;
235;Luiz Miguel Martins;2014-02-08;10;M;73950033427;(11) 93853-4587;Travessa Lago Oliver Sales;Carrão;São Paulo;SP;luiz miguelmartins@terra.com.br;625;Maitê Martins;João Martins;2014-02-09;
236;João Lucas Sá;2015-11-13;9;M;15347355256;(11) 99633-8106;Rua Ladeira de da Paz;Brás;São Paulo;SP;joão lucas195@gmail.com;;Raquel Sá;Heitor Sá;2015-11-14;2019-01-20
237;Brenda Castro;2008-11-14;16;F;99384253066;(11) 95588-3071;Alameda Passarela Catarina Vargas;Itaquera;São Paulo;SP;brenda.castro@ig.com.br;644;Daniela Castro;;2008-11-15;
238;Enzo Gabriel Marques;2017-01-23;7;M;25587774909;(11) 97569-1599;Avenida Chácara Cecilia Macedo;Itaquera;São Paulo;SP;enzo gabrielmarques@uol.com.br;618;Antonella Marques;Enrico Marques;2017-01-24;
239;Eloah Viana;2015-04-13;9;F;21478539021;(11) 98622-9392;Travessa Estrada Nascimento;Penha;São Paulo;SP;eloah419@hotmail.com;624;Antonella Viana;Arthur Gabriel Viana;2015-04-14;
240;Ágatha Viana;2010-08-30;14;F;51488814340;(11) 92612-2942;Rua Conjunto Henrique Pimenta;Mooca;São Paulo;SP;áviana@gmail.com;637;Sofia Viana;Otávio Viana;2010-08-31;
241;Rebeca Leão;2016-04-19;8;F;84044566902;(11) 91194-8733;Avenida Viaduto Moura;Penha;São Paulo;SP;rebeca768@gmail.com;621;Sarah Leão;Gael Henrique Leão;2016-04-20;
242;Vitor Moura;2010-02-12;14;M;15366377869;(11) 91493-7139;Avenida Pátio Farias;Vila Formosa;São Paulo;SP;vitor.moura@terra.com.br;639;Olívia Moura;Bruno Moura;2010-02-13;
